,1,2
625,0.37,0.37
626,0.37,0.37
627,0.37,0.37
628,0.37,0.37
629,0.37,0.37
630,0.37,0.37
631,0.37,0.37
632,0.37,0.37
633,0.37,0.37
634,0.37,0.37
635,0.37,0.37
636,0.37,0.37
637,0.37,0.37
638,0.37,0.37
639,0.37,0.37
640,0.37,0.37
641,0.37,0.37
642,0.37,0.37
643,0.37,0.37
644,0.37,0.37
645,0.37,0.37
646,0.37,0.37
647,0.37,0.37
648,0.37,0.37
649,0.37,0.37
650,0.37,0.37
651,0.37,0.37
652,0.37,0.37
653,0.37,0.37
654,0.37,0.37
655,0.37,0.37
656,0.37,0.37
657,0.37,0.37
658,0.37,0.37
659,0.37,0.37
660,0.37,0.37
661,0.37,0.37
662,0.37,0.37
663,0.37,0.37
664,0.37,0.37
665,0.37,0.37
666,0.37,0.37
667,0.37,0.37
668,0.37,0.37
669,0.37,0.37
670,0.37,0.37
671,0.37,0.37
672,0.37,0.37
673,0.37,0.37
674,0.37,0.37
675,0.37,0.37
676,0.37,0.37
677,0.37,0.37
678,0.37,0.37
679,0.37,0.37
680,0.37,0.37
681,0.37,0.37
682,0.37,0.37
683,0.37,0.37
684,0.37,0.37
685,0.37,0.37
686,0.37,0.37
687,0.37,0.37
688,0.37,0.37
689,0.37,0.37
690,0.37,0.37
691,0.37,0.37
692,0.37,0.37
693,0.37,0.37
694,0.37,0.37
695,0.37,0.37
696,0.37,0.37
697,0.37,0.37
698,0.37,0.37
699,0.37,0.37
700,0.37,0.37
701,0.37,0.37
702,0.37,0.37
703,0.37,0.37
704,0.37,0.37
705,0.37,0.37
706,0.37,0.37
707,0.37,0.37
708,0.37,0.37
709,0.37,0.37
710,0.37,0.37
711,0.37,0.37
712,0.37,0.37
713,0.37,0.37
714,0.37,0.37
715,0.37,0.37
716,0.37,0.37
717,0.37,0.37
718,0.37,0.37
719,0.37,0.37
720,0.37,0.37
721,0.37,0.37
722,0.37,0.37
723,0.37,0.37
724,0.37,0.37
725,0.37,0.37
726,0.37,0.37
727,0.37,0.37
728,0.37,0.37
729,0.37,0.37
730,0.37,0.37
731,0.37,0.37
732,0.37,0.37
733,0.37,0.37
734,0.37,0.37
735,0.37,0.37
736,0.37,0.37
737,0.37,0.37
738,0.37,0.37
739,0.37,0.37
740,0.37,0.37
741,0.37,0.37
742,0.37,0.37
743,0.37,0.37
744,0.37,0.37
745,0.37,0.37
746,0.37,0.37
747,0.37,0.37
748,0.37,0.37
749,0.37,0.37
750,0.37,0.37
751,0.37,0.37
752,0.37,0.37
753,0.37,0.37
754,0.37,0.37
755,0.37,0.37
756,0.37,0.37
757,0.37,0.37
758,0.37,0.37
759,0.37,0.37
760,0.37,0.37
761,0.37,0.37
762,0.37,0.37
763,0.37,0.37
764,0.37,0.37
765,0.37,0.37
766,0.37,0.37
767,0.37,0.37
768,0.37,0.37
769,0.37,0.37
770,0.37,0.37
771,0.37,0.37
772,0.37,0.37
773,0.37,0.37
774,0.37,0.37
775,0.37,0.37
776,0.37,0.37
777,0.37,0.37
778,0.37,0.37
779,0.37,0.37
780,0.37,0.37
781,0.37,0.37
782,0.37,0.37
783,0.37,0.37
784,0.37,0.37
785,0.37,0.37
786,0.37,0.37
787,0.37,0.37
788,0.37,0.37
789,0.37,0.37
790,0.37,0.37
791,0.37,0.37
792,0.37,0.37
793,0.37,0.37
794,0.37,0.37
795,0.37,0.37
796,0.37,0.37
797,0.37,0.37
798,0.37,0.37
799,0.37,0.37
800,0.37,0.37
801,0.37,0.37
802,0.37,0.37
803,0.37,0.37
804,0.37,0.37
805,0.37,0.37
806,0.37,0.37
807,0.37,0.37
808,0.37,0.37
809,0.37,0.37
810,0.37,0.37
811,0.37,0.37
812,0.37,0.37
813,0.37,0.37
814,0.37,0.37
815,0.37,0.37
816,0.37,0.37
817,0.37,0.37
818,0.37,0.37
819,0.37,0.37
820,0.37,0.37
821,0.37,0.37
822,0.37,0.37
823,0.37,0.37
824,0.37,0.37
825,0.37,0.37
826,0.37,0.37
827,0.37,0.37
828,0.37,0.37
829,0.37,0.37
830,0.37,0.37
831,0.37,0.37
832,0.37,0.37
833,0.37,0.37
834,0.37,0.37
835,0.37,0.37
836,0.37,0.37
837,0.37,0.37
838,0.37,0.37
839,0.37,0.37
840,0.37,0.37
841,0.37,0.37
842,0.37,0.37
843,0.37,0.37
844,0.37,0.37
845,0.37,0.37
846,0.37,0.37
847,0.37,0.37
848,0.37,0.37
849,0.37,0.37
850,0.37,0.37
851,0.37,0.37
852,0.37,0.37
853,0.37,0.37
854,0.37,0.37
855,0.37,0.37
856,0.37,0.37
857,0.37,0.37
858,0.37,0.37
859,0.37,0.37
860,0.37,0.37
861,0.37,0.37
862,0.37,0.37
863,0.37,0.37
864,0.37,0.37
865,0.37,0.37
866,0.37,0.37
867,0.37,0.37
868,0.37,0.37
869,0.37,0.37
870,0.37,0.37
871,0.37,0.37
872,0.37,0.37
873,0.37,0.37
874,0.37,0.37
875,0.37,0.37
876,0.37,0.37
877,0.37,0.37
878,0.37,0.37
879,0.37,0.37
880,0.37,0.37
881,0.37,0.37
882,0.37,0.37
883,0.37,0.37
884,0.37,0.37
885,0.37,0.37
886,0.37,0.37
887,0.37,0.37
888,0.37,0.37
889,0.37,0.37
890,0.37,0.37
891,0.37,0.37
892,0.37,0.37
893,0.37,0.37
894,0.37,0.37
895,0.37,0.37
896,0.37,0.37
897,0.37,0.37
898,0.37,0.37
899,0.37,0.37
900,0.37,0.37
901,0.37,0.37
902,0.37,0.37
903,0.37,0.37
904,0.37,0.37
905,0.37,0.37
906,0.37,0.37
907,0.37,0.37
908,0.37,0.37
909,0.37,0.37
910,0.37,0.37
911,0.37,0.37
912,0.37,0.37
913,0.37,0.37
914,0.37,0.37
915,0.37,0.37
916,0.37,0.37
917,0.37,0.37
918,0.37,0.37
919,0.37,0.37
920,0.37,0.37
921,0.37,0.37
922,0.37,0.37
923,0.37,0.37
924,0.37,0.37
925,0.37,0.37
926,0.37,0.37
927,0.37,0.37
928,0.37,0.37
929,0.37,0.37
930,0.37,0.37
931,0.37,0.37
932,0.37,0.37
933,0.37,0.37
934,0.37,0.37
935,0.37,0.37
936,0.37,0.37
937,0.37,0.37
938,0.37,0.37
939,0.37,0.37
940,0.37,0.37
941,0.37,0.37
942,0.37,0.37
943,0.37,0.37
944,0.37,0.37
945,0.37,0.37
946,0.37,0.37
947,0.37,0.37
948,0.37,0.37
949,0.37,0.37
950,0.37,0.37
951,0.37,0.37
952,0.37,0.37
953,0.37,0.37
954,0.37,0.37
955,0.37,0.37
956,0.37,0.37
957,0.37,0.37
958,0.37,0.37
959,0.37,0.37
960,0.37,0.37
961,0.37,0.37
962,0.37,0.37
963,0.37,0.37
964,0.37,0.37
965,0.37,0.37
966,0.37,0.37
967,0.37,0.37
968,0.37,0.37
969,0.37,0.37
970,0.37,0.37
971,0.37,0.37
972,0.37,0.37
973,0.37,0.37
974,0.37,0.37
975,0.37,0.37
976,0.37,0.37
977,0.37,0.37
978,0.37,0.37
979,0.37,0.37
980,0.37,0.37
981,0.37,0.37
982,0.37,0.37
983,0.37,0.37
984,0.37,0.37
985,0.37,0.37
986,0.37,0.37
987,0.37,0.37
988,0.37,0.37
989,0.37,0.37
990,0.37,0.37
991,0.37,0.37
992,0.37,0.37
993,0.37,0.37
994,0.37,0.37
995,0.37,0.37
996,0.37,0.37
997,0.37,0.37
998,0.37,0.37
999,0.37,0.37
1000,0.37,0.37
1001,0.37,0.37
1002,0.37,0.37
1003,0.37,0.37
1004,0.37,0.37
1005,0.37,0.37
1006,0.37,0.37
1007,0.37,0.37
1008,0.37,0.37
1009,0.37,0.37
1010,0.37,0.37
1011,0.37,0.37
1012,0.37,0.37
1013,0.37,0.37
1014,0.37,0.37
1015,0.37,0.37
1016,0.37,0.37
1017,0.37,0.37
1018,0.37,0.37
1019,0.37,0.37
1020,0.37,0.37
1021,0.37,0.37
1022,0.37,0.37
1023,0.37,0.37
1024,0.37,0.37
1025,0.37,0.37
1026,0.37,0.37
1027,0.37,0.37
1028,0.37,0.37
1029,0.37,0.37
1030,0.37,0.37
1031,0.37,0.37
1032,0.37,0.37
1033,0.37,0.37
1034,0.37,0.37
1035,0.37,0.37
1036,0.37,0.37
1037,0.37,0.37
1038,0.37,0.37
1039,0.37,0.37
1040,0.37,0.37
1041,0.37,0.37
1042,0.37,0.37
1043,0.37,0.37
1044,0.37,0.37
1045,0.37,0.37
1046,0.37,0.37
1047,0.37,0.37
1048,0.37,0.37
1049,0.37,0.37
1050,0.37,0.37
1051,0.37,0.37
1052,0.37,0.37
1053,0.37,0.37
1054,0.37,0.37
1055,0.37,0.37
1056,0.37,0.37
1057,0.37,0.37
1058,0.37,0.37
1059,0.37,0.37
1060,0.37,0.37
1061,0.37,0.37
1062,0.37,0.37
1063,0.37,0.37
1064,0.37,0.37
1065,0.37,0.37
1066,0.37,0.37
1067,0.37,0.37
1068,0.37,0.37
1069,0.37,0.37
1070,0.37,0.37
1071,0.37,0.37
1072,0.37,0.37
1073,0.37,0.37
1074,0.37,0.37
1075,0.37,0.37
1076,0.37,0.37
1077,0.37,0.37
1078,0.37,0.37
1079,0.37,0.37
1080,0.37,0.37
1081,0.37,0.37
1082,0.37,0.37
1083,0.37,0.37
1084,0.37,0.37
1085,0.37,0.37
1086,0.37,0.37
1087,0.37,0.37
1088,0.37,0.37
1089,0.37,0.37
1090,0.37,0.37
1091,0.37,0.37
1092,0.37,0.37
1093,0.37,0.37
1094,0.37,0.37
1095,0.37,0.37
1096,0.37,0.37
1097,0.37,0.37
1098,0.37,0.37
1099,0.37,0.37
1100,0.37,0.37
1101,0.37,0.37
1102,0.37,0.37
1103,0.37,0.37
1104,0.37,0.37
1105,0.37,0.37
1106,0.37,0.37
1107,0.37,0.37
1108,0.37,0.37
1109,0.37,0.37
1110,0.37,0.37
1111,0.37,0.37
1112,0.37,0.37
1113,0.37,0.37
1114,0.37,0.37
1115,0.37,0.37
1116,0.37,0.37
1117,0.37,0.37
1118,0.37,0.37
1119,0.37,0.37
1120,0.37,0.37
1121,0.37,0.37
1122,0.37,0.37
1123,0.37,0.37
1124,0.37,0.37
1125,0.37,0.37
1126,0.37,0.37
1127,0.37,0.37
1128,0.37,0.37
1129,0.37,0.37
1130,0.37,0.37
1131,0.37,0.37
1132,0.37,0.37
1133,0.37,0.37
1134,0.37,0.37
1135,0.37,0.37
1136,0.37,0.37
1137,0.37,0.37
1138,0.37,0.37
1139,0.37,0.37
1140,0.37,0.37
1141,0.37,0.37
1142,0.37,0.37
1143,0.37,0.37
1144,0.37,0.37
1145,0.37,0.37
1146,0.37,0.37
1147,0.37,0.37
1148,0.37,0.37
1149,0.37,0.37
1150,0.37,0.37
1151,0.37,0.37
1152,0.37,0.37
1153,0.37,0.37
1154,0.37,0.37
1155,0.37,0.37
1156,0.37,0.37
1157,0.37,0.37
1158,0.37,0.37
1159,0.37,0.37
1160,0.37,0.37
1161,0.37,0.37
1162,0.37,0.37
1163,0.37,0.37
1164,0.37,0.37
1165,0.37,0.37
1166,0.37,0.37
1167,0.37,0.37
1168,0.37,0.37
1169,0.37,0.37
1170,0.37,0.37
1171,0.37,0.37
1172,0.37,0.37
1173,0.37,0.37
1174,0.37,0.37
1175,0.37,0.37
1176,0.37,0.37
1177,0.37,0.37
1178,0.37,0.37
1179,0.37,0.37
1180,0.37,0.37
1181,0.37,0.37
1182,0.37,0.37
1183,0.37,0.37
1184,0.37,0.37
1185,0.37,0.37
1186,0.37,0.37
1187,0.37,0.37
1188,0.37,0.37
1189,0.37,0.37
1190,0.37,0.37
1191,0.37,0.37
1192,0.37,0.37
1193,0.37,0.37
1194,0.37,0.37
1195,0.37,0.37
1196,0.37,0.37
1197,0.37,0.37
1198,0.37,0.37
1199,0.37,0.37
1200,0.37,0.37
1201,0.37,0.37
1202,0.37,0.37
1203,0.37,0.37
1204,0.37,0.37
1205,0.37,0.37
1206,0.37,0.37
1207,0.37,0.37
1208,0.37,0.37
1209,0.37,0.37
1210,0.37,0.37
1211,0.37,0.37
1212,0.37,0.37
1213,0.37,0.37
1214,0.37,0.37
1215,0.37,0.37
1216,0.37,0.37
1217,0.37,0.37
1218,0.37,0.37
1219,0.37,0.37
1220,0.37,0.37
1221,0.37,0.37
1222,0.37,0.37
1223,0.37,0.37
1224,0.37,0.37
1225,0.37,0.37
1226,0.37,0.37
1227,0.37,0.37
1228,0.37,0.37
1229,0.37,0.37
1230,0.37,0.37
1231,0.37,0.37
1232,0.37,0.37
1233,0.37,0.37
1234,0.37,0.37
1235,0.37,0.37
1236,0.37,0.37
1237,0.37,0.37
1238,0.37,0.37
1239,0.37,0.37
1240,0.37,0.37
1241,0.37,0.37
1242,0.37,0.37
1243,0.37,0.37
1244,0.37,0.37
1245,0.37,0.37
1246,0.37,0.37
1247,0.37,0.37
1248,0.37,0.37
1249,0.37,0.37
1250,0.37,0.37
1251,0.37,0.37
1252,0.37,0.37
1253,0.37,0.37
1254,0.37,0.37
1255,0.37,0.37
1256,0.37,0.37
1257,0.37,0.37
1258,0.37,0.37
1259,0.37,0.37
1260,0.37,0.37
1261,0.37,0.37
1262,0.37,0.37
1263,0.37,0.37
1264,0.37,0.37
1265,0.37,0.37
1266,0.37,0.37
1267,0.37,0.37
1268,0.37,0.37
1269,0.37,0.37
1270,0.37,0.37
1271,0.37,0.37
1272,0.37,0.37
1273,0.37,0.37
1274,0.37,0.37
1275,0.37,0.37
1276,0.37,0.37
1277,0.37,0.37
1278,0.37,0.37
1279,0.37,0.37
1280,0.37,0.37
1281,0.37,0.37
1282,0.37,0.37
1283,0.37,0.37
1284,0.37,0.37
1285,0.37,0.37
1286,0.37,0.37
1287,0.37,0.37
1288,0.37,0.37
1289,0.37,0.37
1290,0.37,0.37
1291,0.37,0.37
1292,0.37,0.37
1293,0.37,0.37
1294,0.37,0.37
1295,0.37,0.37
1296,0.37,0.37
1297,0.37,0.37
1298,0.37,0.37
1299,0.37,0.37
1300,0.37,0.37
1301,0.37,0.37
1302,0.37,0.37
1303,0.37,0.37
1304,0.37,0.37
1305,0.37,0.37
1306,0.37,0.37
1307,0.37,0.37
1308,0.37,0.37
1309,0.37,0.37
1310,0.37,0.37
1311,0.37,0.37
1312,0.37,0.37
1313,0.37,0.37
1314,0.37,0.37
1315,0.37,0.37
1316,0.37,0.37
1317,0.37,0.37
1318,0.37,0.37
1319,0.37,0.37
1320,0.37,0.37
1321,0.37,0.37
1322,0.37,0.37
1323,0.37,0.37
1324,0.37,0.37
1325,0.37,0.37
1326,0.37,0.37
1327,0.37,0.37
1328,0.37,0.37
1329,0.37,0.37
1330,0.37,0.37
1331,0.37,0.37
1332,0.37,0.37
1333,0.37,0.37
1334,0.37,0.37
1335,0.37,0.37
1336,0.37,0.37
1337,0.37,0.37
1338,0.37,0.37
1339,0.37,0.37
1340,0.37,0.37
1341,0.37,0.37
1342,0.37,0.37
1343,0.37,0.37
1344,0.37,0.37
1345,0.37,0.37
1346,0.37,0.37
1347,0.37,0.37
1348,0.37,0.37
1349,0.37,0.37
1350,0.37,0.37
1351,0.37,0.37
1352,0.37,0.37
1353,0.37,0.37
1354,0.37,0.37
1355,0.37,0.37
1356,0.37,0.37
1357,0.37,0.37
1358,0.37,0.37
1359,0.37,0.37
1360,0.37,0.37
1361,0.37,0.37
